title,author,rating,genres,language,gender
Dibs in Search of Self,Virginia M. Axline,4.18,"['Psychology', 'Nonfiction', 'Biography', 'Counselling', 'Mental Health', 'Education', 'School', 'Childrens', 'Parenting', 'Social Work']",English,w
The Madness of Lord Ian Mackenzie,Jennifer Ashley,4.05,"['Historical Romance', 'Romance', 'Historical', 'Historical Fiction', 'Adult', 'Regency', 'Fiction', 'Mystery', 'Scotland', 'Victorian']",English,w
The Conscience of a Liberal,Paul Krugman,3.98,"['Politics', 'Economics', 'Nonfiction', 'History', 'Philosophy', 'Political Science', 'Sociology', 'Government', 'American History', 'Audiobook']",English,m
Turtle Moon,Alice Hoffman,3.83,"['Fiction', 'Magical Realism', 'Mystery', 'Fantasy', 'Romance', 'Contemporary', 'Novels', 'Suspense', 'Adult', 'Chick Lit']",English,w
The Holocaust Industry: Reflections on the Exploitation of Jewish Suffering,Norman G. Finkelstein,4.05,"['History', 'Nonfiction', 'Politics', 'Holocaust', 'Israel', 'Religion', 'Jewish', 'World War II', 'Judaism', 'War']",English,m
The Heat,Heather Killough-Walden,3.77,"['Paranormal', 'Paranormal Romance', 'Romance', 'Shapeshifters', 'Werewolves', 'Fantasy', 'Adult', 'Urban Fantasy', 'Erotica', 'Supernatural']",English,w
The Loners,Lex Thomas,3.89,"['Young Adult', 'Dystopia', 'Science Fiction', 'Horror', 'Fiction', 'Post Apocalyptic', 'Survival', 'Thriller', 'Apocalyptic', 'High School']",English,m
The Nonborn King,Julian May,4.18,"['Science Fiction', 'Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Time Travel', 'Speculative Fiction', 'Historical Fiction', 'Historical', 'Novels', 'Collections']",English,m
Great House,Nicole Krauss,3.48,"['Fiction', 'Historical Fiction', 'Contemporary', 'Novels', 'Literary Fiction', 'Literature', 'Holocaust', 'Jewish', 'American', 'Short Stories']",English,w
"Going Clear: Scientology, Hollywood, and the Prison of Belief",Lawrence Wright,4.03,"['Nonfiction', 'Religion', 'History', 'Audiobook', 'Cults', 'Biography', 'Journalism', 'Psychology', 'True Crime', 'Sociology']",English,m
Creed,Kristen Ashley,4.16,"['Romance', 'Contemporary Romance', 'Contemporary', 'Erotica', 'Adult', 'Abuse', 'Erotic Romance', 'BDSM', 'Suspense', 'Romantic Suspense']",English,w
The Rotters' Club,Jonathan Coe,3.96,"['Fiction', 'Historical Fiction', 'Contemporary', 'British Literature', 'Novels', 'Coming Of Age', 'Humor', 'Literature', 'Literary Fiction', 'Historical']",English,m
Extinction,Thomas Bernhard,4.29,"['Fiction', 'German Literature', 'Classics', 'Literature', 'Novels', 'Literary Fiction', '20th Century', 'Comedy', 'Roman', 'Humor']",English,m
The Runaway Queen,"Cassandra Clare , Maureen Johnson",3.75,"['Fantasy', 'Young Adult', 'Short Stories', 'Paranormal', 'Magic', 'Urban Fantasy', 'Vampires', 'Supernatural', 'Novella', 'Historical Fiction']",English,w
No Easy Day: The Firsthand Account of the Mission That Killed Osama Bin Laden,"Mark Owen, Kevin Maurer",3.99,"['Nonfiction', 'Military Fiction', 'History', 'War', 'Biography', 'Memoir', 'Military History', 'Audiobook', 'Politics', 'Autobiography']",English,m
A History of Reading,Alberto Manguel,3.98,"['Nonfiction', 'History', 'Books About Books', 'Essays', 'Literature', 'Philosophy', 'Writing', 'Literary Criticism', 'Cultural', 'Canada']",English,m
The New Bill James Historical Baseball Abstract,Bill James,4.25,"['Baseball', 'Sports', 'Nonfiction', 'History', 'Reference', 'American', 'Mathematics', 'Research', 'Games', 'American History']",English,m
Je reviens te chercher,Guillaume Musso,3.84,"['Romance', 'Fiction', 'France', 'Fantasy', 'Contemporary', 'Roman', 'Novels', 'French Literature', 'Contemporary Romance', 'Mystery']",French,m
Belzhar,Meg Wolitzer,3.47,"['Young Adult', 'Fiction', 'Fantasy', 'Contemporary', 'Magical Realism', 'Romance', 'Teen', 'Boarding School', 'Mental Health', 'Mental Illness']",,w
Acide sulfurique,Amélie Nothomb,3.6,"['Fiction', 'France', 'Dystopia', 'French Literature', 'Contemporary', 'Science Fiction', 'Roman', 'Belgium', 'Novels', 'Literature']",French,w
Did I Mention I Miss You?,Estelle Maskame,4.1,"['Romance', 'Young Adult', 'Contemporary', 'New Adult', 'Contemporary Romance', 'Young Adult Contemporary', 'Fiction', 'Chick Lit', 'Realistic Fiction', 'Teen']",,w
Creating the Vietnam Veterans Memorial: The Inside Story,Robert W. Doubek,4.15,"['War', 'Biography', 'Nonfiction', 'Modern', 'History', 'True Story', 'Memoir', 'Adventure', 'Adult', 'New Adult']",English,m
Dept. of Speculation,Jenny Offill,3.75,"['Fiction', 'Contemporary', 'Literary Fiction', 'Novels', 'Adult Fiction', 'Marriage', 'Audiobook', 'Literature', 'Adult', 'Romance']",English,w
"Girl, Serpent, Thorn",Melissa Bashardoust,3.79,"['Fantasy', 'Young Adult', 'LGBT', 'Retellings', 'Fiction', 'Young Adult Fantasy', 'Romance', 'Fairy Tales', 'Queer', 'Audiobook']",English,w
Passing,Nella Larsen,3.88,"['Fiction', 'Classics', 'Historical Fiction', 'African American', 'Race', 'School', 'Literature', 'American', 'Novels', '20th Century']",English,w
The Holy War,John Bunyan,4.12,"['Christian', 'Fiction', 'Classics', 'Christian Fiction', 'Theology', 'Christianity', 'Fantasy', 'Christian Living', 'Religion', 'British Literature']",,m
Tobacco Road,Erskine Caldwell,3.73,"['Fiction', 'Classics', 'Historical Fiction', 'Southern', 'Literature', 'Southern Gothic', 'Novels', 'American', 'Historical', 'Poverty']",English,m
Teachings of the Prophet Joseph Smith,Joseph Smith Jr.,4.48,"['Religion', 'Lds', 'Church', 'Nonfiction', 'Mormonism', 'Spirituality', 'Lds Non Fiction', 'History', 'Reference', 'Historical']",English,m
The London Eye Mystery,Siobhan Dowd,3.85,"['Mystery', 'Young Adult', 'Middle Grade', 'Fiction', 'Childrens', 'Realistic Fiction', 'British Literature', 'Juvenile', 'Adventure', 'Teen']",English,w
"Artemis Fowl Collection (Artemis Fowl, #1-7)",Eoin Colfer,4.41,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Science Fiction', 'Magic', 'Middle Grade', 'Novels', 'Audiobook', 'Humor']",English,m
Tender Morsels,Margo Lanagan,3.57,"['Fantasy', 'Young Adult', 'Fiction', 'Fairy Tales', 'Retellings', 'Teen', 'Magic', 'Dark', 'Magical Realism', 'Young Adult Fantasy']",English,w
Annabel Lee,Edgar Allan Poe,4.33,"['Poetry', 'Classics', 'Horror', 'Romance', 'Fiction', 'Gothic', 'Short Stories', 'School', 'Literature', 'American']",English,m
Tuesdays at the Castle,Jessica Day George,4.09,"['Fantasy', 'Middle Grade', 'Childrens', 'Fiction', 'Young Adult', 'Adventure', 'Magic', 'Juvenile', 'Fairy Tales', 'Chapter Books']",English,w
"The Earth, My Butt, and Other Big Round Things",Carolyn Mackler,3.78,"['Young Adult', 'Fiction', 'Realistic Fiction', 'Contemporary', 'Teen', 'Chick Lit', 'Humor', 'Romance', 'Banned Books', 'Coming Of Age']",English,w
The Last Battle: The Classic History of the Battle for Berlin,Cornelius Ryan,4.22,"['History', 'Nonfiction', 'War', 'World War II', 'Military History', 'Military Fiction', 'Germany', 'Audiobook', 'European History', 'Historical']",English,m
Sad Cypress,Agatha Christie,3.89,"['Mystery', 'Fiction', 'Crime', 'Classics', 'Detective', 'Mystery Thriller', 'British Literature', 'Audiobook', 'Murder Mystery', 'Thriller']",English,w
De vuelta a tu amor,Isabel Acuña C.,4.23,['Romance'],Spanish,w
Wit,Margaret Edson,4.21,"['Plays', 'Drama', 'Fiction', 'Theatre', 'School', 'Medicine', 'Contemporary', 'Classics', 'Death', 'Read For School']",English,w
Corpalism,Arun D. Ellis,3.36,"['Dystopia', 'Fiction', 'Science Fiction', 'Politics', 'Thriller', 'Horror', 'Economics']",English,m
Almost Home,Joan Bauer,4.24,"['Realistic Fiction', 'Middle Grade', 'Young Adult', 'Fiction', 'Dogs', 'Animals', 'Contemporary', 'Family', 'Childrens', 'Juvenile']",English,w
Ecstasy,Irvine Welsh,3.56,"['Fiction', 'Short Stories', 'Contemporary', 'British Literature', 'Literature', 'Novels', 'Scotland', 'Modern', 'Drama', 'Romance']",French,m
After the End,Amy Plum,3.65,"['Young Adult', 'Dystopia', 'Fantasy', 'Science Fiction', 'Fiction', 'Romance', 'Paranormal', 'Post Apocalyptic', 'Audiobook', 'Magic']",English,w
How the Mind Works,Steven Pinker,3.98,"['Psychology', 'Science', 'Nonfiction', 'Neuroscience', 'Philosophy', 'Brain', 'Biology', 'Popular Science', 'Evolution', 'Linguistics']",English,m
Lavondyss,Robert Holdstock,3.97,"['Fantasy', 'Fiction', 'Mythology', 'British Literature', 'Science Fiction Fantasy', 'Adventure', 'Science Fiction', 'Folklore', 'Novels', 'Speculative Fiction']",English,m
The White Lioness,Henning Mankell,3.86,"['Mystery', 'Crime', 'Fiction', 'Thriller', 'Sweden', 'Scandinavian Literature', 'Nordic Noir', 'Swedish Literature', 'Detective', 'Mystery Thriller']",English,m
Rooftoppers,Katherine Rundell,4.06,"['Middle Grade', 'Historical Fiction', 'Fiction', 'Childrens', 'Adventure', 'Young Adult', 'Historical', 'Mystery', 'Fantasy', 'France']",English,w
The Night Gardener,Jonathan Auxier,4.06,"['Fantasy', 'Middle Grade', 'Horror', 'Mystery', 'Young Adult', 'Fiction', 'Historical Fiction', 'Childrens', 'Juvenile', 'Supernatural']",English,m
The Bunker Diary,Kevin Brooks,3.8,"['Young Adult', 'Thriller', 'Fiction', 'Horror', 'Mystery', 'Contemporary', 'Suspense', 'Realistic Fiction', 'Teen', 'Survival']",English,m
The Feds' Folly: Who Stole $17 Trillion?,Bill Brown,4.2,"['Young Adult', 'Middle Grade', 'Fiction', 'Contemporary', 'Adult', 'Action', 'Novels', 'New Adult', 'Adventure', 'Teen']",English,m
Her Lover's Face,Patricia Elliott,4.58,[],,w
The Conquest of Bread,Pyotr Kropotkin,4.13,"['Politics', 'Philosophy', 'Nonfiction', 'Economics', 'History', 'Theory', 'Classics', 'Anarchism', 'Russia', 'Sociology']",English,m
The Turn of the Key,Ruth Ware,3.94,"['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Adult', 'Suspense', 'Horror', 'Adult Fiction', 'Contemporary']",English,w
This Is Going to Hurt: Secret Diaries of a Junior Doctor,Adam Kay,4.42,"['Nonfiction', 'Memoir', 'Medicine', 'Biography', 'Medical', 'Audiobook', 'Humor', 'Autobiography', 'Science', 'Biography Memoir']",English,m
The Great Railway Bazaar,Paul Theroux,3.91,"['Travel', 'Nonfiction', 'Asia', 'Memoir', 'India', 'Travelogue', 'Adventure', 'Classics', 'Biography', 'Trains']",English,m
Mama Day,Gloria Naylor,4.18,"['Fiction', 'Magical Realism', 'Fantasy', 'African American', 'Classics', 'Literary Fiction', 'Novels', 'African American Literature', 'Feminism', 'Adult']",English,w
A Night in the Lonesome October,Roger Zelazny,4.22,"['Fantasy', 'Horror', 'Fiction', 'Mystery', 'Humor', 'Halloween', 'Science Fiction', 'Vampires', 'Urban Fantasy', 'Paranormal']",English,m
Half Asleep in Frog Pajamas,Tom Robbins,3.75,"['Fiction', 'Humor', 'Novels', 'Literature', 'Contemporary', 'Modern', 'Literary Fiction', 'Comedy', 'Magical Realism', 'American']",English,m
The Sandman: The Dream Hunters,Neil Gaiman,4.4,"['Graphic Novels', 'Fantasy', 'Comics', 'Fiction', 'Graphic Novels Comics', 'Mythology', 'Comic Book', 'Horror', 'Japan', 'Art']",English,m
The White Plague,Frank Herbert,3.69,"['Science Fiction', 'Fiction', 'Post Apocalyptic', 'Horror', 'Science Fiction Fantasy', 'Fantasy', 'Dystopia', 'Thriller', 'Speculative Fiction', 'Apocalyptic']",English,m
Independence Hall,Roland Smith,4.05,"['Mystery', 'Young Adult', 'Adventure', 'Fiction', 'Middle Grade', 'Espionage', 'Teen', 'Action', 'Suspense', 'Thriller']",English,m
Web of Lies,Jennifer Estep,4.09,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Magic', 'Romance', 'Vampires', 'Adult', 'Paranormal Romance', 'Fiction', 'Supernatural']",English,w
Tales of Pirx the Pilot,Stanisław Lem,4.1,"['Science Fiction', 'Fiction', 'Polish Literature', 'Short Stories', 'Fantasy', 'Humor', 'Science Fiction Fantasy', 'Poland', 'Classics', 'Sci Fi Fantasy']",English,m
Arrow's Flight,Mercedes Lackey,4.13,"['Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Young Adult', 'High Fantasy', 'Magic', 'Epic Fantasy', 'Adult', 'Adventure', 'Romance']",English,w
Beautiful Losers,Leonard Cohen,3.61,"['Fiction', 'Canada', 'Poetry', 'Literature', 'Novels', 'Classics', 'Canadian Literature', 'Music', 'Contemporary', '20th Century']",English,m
My Side of the Mountain Trilogy,Jean Craighead George,4.15,"['Fiction', 'Young Adult', 'Classics', 'Childrens', 'Adventure', 'Animals', 'Survival', 'Realistic Fiction', 'Nature', 'Juvenile']",English,m
The Saint,Tiffany Reisz,4.58,"['BDSM', 'Erotica', 'Romance', 'Dark', 'Contemporary', 'Adult', 'Erotic Romance', 'Contemporary Romance', 'Fiction', 'M F Romance']",English,w
Back to You,Priscilla Glenn,4.02,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Adult', 'Chick Lit', 'Young Adult', 'Fiction', 'Abuse', 'Love']",English,w
The Dark God's Bride,"Dahlia Lu, Dahlia L. Summers",4.03,"['Paranormal', 'Paranormal Romance', 'Romance', 'Demons', 'Fantasy', 'Angels', 'Magic', 'Vampires', 'Gods', 'Werewolves']",English,w
Unbeautifully,Madeline Sheehan,4.35,"['Romance', 'Erotica', 'Contemporary Romance', 'Dark', 'Contemporary', 'Adult', 'New Adult', 'Erotic Romance', 'Motorcycle', 'Abuse']",English,w
Pavilion of Women,Pearl S. Buck,4.13,"['Historical Fiction', 'Fiction', 'China', 'Classics', 'Asia', 'Historical', 'Asian Literature', 'Womens', 'Novels', 'Literature']",English,w
The Mind’s I: Fantasies and Reflections on Self and Soul,Douglas R. Hofstadter (editor),4.14,"['Philosophy', 'Nonfiction', 'Science', 'Psychology', 'Neuroscience', 'Essays', 'Artificial Intelligence', 'Short Stories', 'Brain', 'Mathematics']",English,m
The Collected Stories of Arthur C. Clarke,Arthur C. Clarke,4.29,"['Science Fiction', 'Short Stories', 'Fiction', 'Anthologies', 'Audiobook', 'Collections', 'Classics', 'Science Fiction Fantasy', 'Fantasy', 'Speculative Fiction']",English,m
Physics of the Future: How Science Will Shape Human Destiny and Our Daily Lives by the Year 2100,Michio Kaku,4.0,"['Science', 'Nonfiction', 'Physics', 'Technology', 'Popular Science', 'Futurism', 'Audiobook', 'Engineering', 'History', 'Philosophy']",English,m
The Journeys of Socrates,Dan Millman,4.32,"['Fiction', 'Philosophy', 'Spirituality', 'Self Help', 'Inspirational', 'Fantasy', 'Historical Fiction', 'New Age', 'Personal Development', 'Adventure']",English,m
Spark of Life: A Novel of Resistance,Erich Maria Remarque,4.5,"['Fiction', 'Classics', 'War', 'Historical Fiction', 'German Literature', 'Holocaust', 'Historical', 'World War II', 'Novels', '20th Century']",English,m
Mind Games,Teri Terry,3.92,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fantasy', 'Romance', 'Fiction', 'Thriller', 'Audiobook', 'Mystery']",English,w
Doña Bárbara,Rómulo Gallegos,3.79,"['Fiction', 'Classics', 'Spanish Literature', 'Latin American Literature', 'Historical Fiction', 'Romance', 'Latin American', 'Magical Realism', 'Novels', 'Literature']",Spanish,m
The House by the River,Lena Manta,3.85,"['Fiction', 'Historical Fiction', 'Greece', 'Drama', 'Amazon', 'Historical', 'Family', 'Contemporary', 'Literary Fiction', 'Adult']",,w
On the Come Up,Angie Thomas,4.3,"['Young Adult', 'Contemporary', 'Fiction', 'Audiobook', 'Realistic Fiction', 'Music', 'Young Adult Contemporary', 'Teen', 'African American', 'Family']",English,w
Princess in Pink,Meg Cabot,3.7,"['Young Adult', 'Romance', 'Chick Lit', 'Contemporary', 'Fiction', 'Teen', 'Childrens', 'Humor', 'Realistic Fiction', 'Young Adult Contemporary']",English,w
The Number of the Beast,Robert A. Heinlein,3.61,"['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Time Travel', 'Speculative Fiction', 'Adventure', 'Novels', 'Audiobook', 'American']",English,m
Last Christmas,Kate Brian,4.01,"['Young Adult', 'Mystery', 'Romance', 'Fiction', 'Chick Lit', 'Christmas', 'Boarding School', 'Teen', 'Contemporary', 'High School']",English,w
The Apprenticeship of Duddy Kravitz,Mordecai Richler,3.72,"['Fiction', 'Canada', 'Classics', 'Canadian Literature', 'Literature', 'Jewish', 'School', 'Novels', 'Literary Fiction', 'Historical Fiction']",English,m
Betsy's Wedding,Maud Hart Lovelace,4.32,"['Classics', 'Young Adult', 'Historical Fiction', 'Fiction', 'Childrens', 'Historical', 'Romance', 'Middle Grade', 'Juvenile', 'Childrens Classics']",English,w
The Roar,Emma Clayton,4.05,"['Science Fiction', 'Young Adult', 'Dystopia', 'Fiction', 'Adventure', 'Middle Grade', 'Teen', 'Fantasy', 'Juvenile', 'Post Apocalyptic']",English,w
The Bastard,John Jakes,4.11,"['Historical Fiction', 'Fiction', 'Historical', 'American Revolution', 'American History', 'War', 'American Revolutionary War', 'Adult', 'Historical Romance', 'Adult Fiction']",English,m
Seize the Day,Saul Bellow,3.54,"['Fiction', 'Classics', 'Literature', 'Novels', 'American', '20th Century', 'Nobel Prize', 'Novella', 'Literary Fiction', 'The United States Of America']",English,m
Things Hoped For,Andrew Clements,3.85,"['Young Adult', 'Fiction', 'Science Fiction', 'Mystery', 'Fantasy', 'Realistic Fiction', 'Middle Grade', 'Teen', 'Childrens', 'Contemporary']",English,m
The Sandman: King of Dreams,Alisa Kwitney,4.63,"['Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Graphic Novels Comics', 'Horror', 'Art', 'Science Fiction Fantasy', 'Comic Book', 'Urban Fantasy']",English,w
Hangman's Curse,Frank E. Peretti,3.91,"['Christian Fiction', 'Young Adult', 'Christian', 'Fiction', 'Mystery', 'Thriller', 'Horror', 'Suspense', 'Religion', 'Fantasy']",English,m
"Uglies, The Collector's Set",Scott Westerfeld,4.23,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fantasy', 'Fiction', 'Adventure', 'Teen', 'Romance', 'Science Fiction Fantasy', 'Futuristic']",English,m
Make Lemonade,Virginia Euwer Wolff,3.68,"['Young Adult', 'Poetry', 'Realistic Fiction', 'Fiction', 'Teen', 'Contemporary', 'School', 'Coming Of Age', 'Poverty', 'African American']",English,w
The Autumn of the Patriarch,Gabriel García Márquez,3.86,"['Fiction', 'Magical Realism', 'Classics', 'Novels', 'Literature', 'Latin American', 'Latin American Literature', 'Nobel Prize', 'Spanish Literature', '20th Century']",English,m
The Prophecy of the Stones,Flavia Bujor,3.5,"['Fantasy', 'Young Adult', 'Childrens', 'Romance', 'Fiction', 'Adventure', 'Middle Grade', 'Magic', 'Young Adult Fantasy', 'Teen']",English,w
What Was She Thinking? [Notes on a Scandal],Zoë Heller,3.72,"['Fiction', 'Contemporary', 'Literary Fiction', 'Novels', 'British Literature', 'Adult', 'Adult Fiction', 'Literature', 'Drama', 'Romance']",English,w
Devil's Brood,Sharon Kay Penman,4.37,"['Historical Fiction', 'Fiction', 'Historical', 'Medieval', 'British Literature', '12th Century', 'Plantagenet', 'France', 'Medieval History', 'Own']",English,w
Breathing Underwater,Alex Flinn,3.9,"['Young Adult', 'Realistic Fiction', 'Contemporary', 'Abuse', 'Fiction', 'Romance', 'Teen', 'High School', 'Drama', 'School']",English,m
Arsenic and Old Lace,Joseph Kesselring,4.14,"['Plays', 'Classics', 'Drama', 'Fiction', 'Humor', 'Theatre', 'Mystery', 'Comedy', '20th Century', 'School']",English,m
O Codex 632,José Rodrigues dos Santos,3.54,"['Fiction', 'Historical Fiction', 'Mystery', 'Romance', 'Thriller', 'Portuguese Literature', 'Historical', 'Portugal', 'Mystery Thriller', 'Novels']",Portuguese,m
Juliette,Marquis de Sade,3.67,"['Fiction', 'Erotica', 'Classics', 'Philosophy', 'France', 'Literature', 'French Literature', '18th Century', 'Sexuality', 'Novels']",English,m
Blue Diary,Alice Hoffman,3.56,"['Fiction', 'Magical Realism', 'Contemporary', 'Mystery', 'Adult', 'Drama', 'Adult Fiction', 'Literary Fiction', 'Family', 'Chick Lit']",English,w
Quarter Share,Nathan Lowell,4.16,"['Science Fiction', 'Space Opera', 'Fiction', 'Space', 'Science Fiction Fantasy', 'Audiobook', 'Fantasy', 'Young Adult', 'Adventure', 'Coming Of Age']",English,m
Crown of Stars,Kate Elliott,3.92,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'Adult', 'Epic', 'Magic', 'Medieval', 'Romance', 'Adventure']",English,w
تاكسي: حواديت المشاوير,"Khaled Al Khamissi, خالد الخميسي",3.67,"['Nonfiction', 'Short Stories', 'Egypt', 'Literature', 'Politics', 'Social', 'Sociology', 'Africa', 'English Literature', 'Humor']",Arabic,m
The Wheel of Darkness,"Douglas Preston , Lincoln Child",3.93,"['Thriller', 'Mystery', 'Fiction', 'Horror', 'Suspense', 'Mystery Thriller', 'Crime', 'Adventure', 'Drama', 'Fantasy']",English,m
Present Perfect,Alison G. Bailey,4.03,"['New Adult', 'Romance', 'Contemporary', 'Young Adult', 'Contemporary Romance', 'College', 'High School', 'Drama', 'Chick Lit', 'Humor']",English,w
Ancillary Sword,Ann Leckie,4.06,"['Science Fiction', 'Fiction', 'Space Opera', 'Science Fiction Fantasy', 'Space', 'Fantasy', 'Speculative Fiction', 'Audiobook', 'Adult', 'Artificial Intelligence']",English,w
White Knight Dom Academy,Lucian Bane,4.51,[],,m
Maktub,Paulo Coelho,3.41,"['Fiction', 'Philosophy', 'Novels', 'Short Stories', 'Literature', 'Inspirational', 'Spirituality', 'Self Help', 'Brazil', 'Latin American']",Spanish,m
Dogsong,Gary Paulsen,3.67,"['Fiction', 'Young Adult', 'Adventure', 'Childrens', 'Realistic Fiction', 'Survival', 'Animals', 'Dogs', 'Historical Fiction', 'Middle Grade']",English,m
Steel Scars,Victoria Aveyard,3.58,"['Fantasy', 'Young Adult', 'Dystopia', 'Novella', 'Short Stories', 'Fiction', 'Science Fiction', 'Magic', 'Young Adult Fantasy', 'Romance']",English,w
The Steel Wave,Jeff Shaara,4.25,"['Historical Fiction', 'Fiction', 'War', 'World War II', 'Military Fiction', 'Historical', 'Military History', 'American History', 'Novels', 'Audiobook']",English,m
Something in the Water,Catherine Steadman,3.59,"['Fiction', 'Thriller', 'Mystery', 'Audiobook', 'Mystery Thriller', 'Suspense', 'Adult', 'Crime', 'Psychological Thriller', 'Contemporary']",English,w
Born Survivors,Wendy Holden,4.07,"['Nonfiction', 'History', 'Holocaust', 'World War II', 'Biography', 'War', 'Historical', 'Memoir', 'Biography Memoir', 'Adult']",English,w
Gorski vijenac,Petar II Petrović Njegoš,3.86,"['Classics', 'Poetry', 'Serbian Literature', 'School', 'Philosophy', 'Read For School', 'Fiction', 'Adult', 'Epic Poetry', 'High School']",,m
The Shadow in the North,Philip Pullman,3.86,"['Fiction', 'Young Adult', 'Historical', 'Adventure', 'Historical Fiction', 'Mystery', 'Victorian', 'Romance', 'Childrens', 'Teen']",English,m
The Upstairs Room,Johanna Reiss,3.87,"['Historical Fiction', 'Young Adult', 'Holocaust', 'Fiction', 'World War II', 'Childrens', 'Historical', 'Middle Grade', 'War', 'Jewish']",English,w
An Ice Cold Grave,Charlaine Harris,3.96,"['Mystery', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Fiction', 'Supernatural', 'Romance', 'Crime', 'Paranormal Romance', 'Adult']",English,w
Solomon Gursky Was Here,Mordecai Richler,3.98,"['Fiction', 'Canada', 'Novels', 'Historical Fiction', 'Jewish', 'Canadian Literature', 'Literary Fiction', 'Modern', 'Contemporary', 'Classics']",English,m
Slam,Nick Hornby,3.26,"['Fiction', 'Young Adult', 'Contemporary', 'Humor', 'Realistic Fiction', 'Teen', 'Audiobook', 'British Literature', 'Coming Of Age', 'Novels']",English,m
Shade,Jeri Smith-Ready,3.87,"['Young Adult', 'Paranormal', 'Ghosts', 'Fantasy', 'Romance', 'Supernatural', 'Urban Fantasy', 'Paranormal Romance', 'Fiction', 'Young Adult Paranormal']",English,w
Wit'ch Fire,James Clemens,3.91,"['Fantasy', 'Fiction', 'Magic', 'Paranormal', 'High Fantasy', 'Epic Fantasy', 'Witches', 'Horror', 'Science Fiction Fantasy', 'Adult']",English,m
Arundel,Kenneth Roberts,4.2,"['Historical Fiction', 'Fiction', 'Historical', 'American Revolution', 'American History', 'War', 'Classics', 'Adventure', 'American Revolutionary War', 'Novels']",English,m
The Magic Thief,Sarah Prineas,3.96,"['Fantasy', 'Middle Grade', 'Magic', 'Young Adult', 'Childrens', 'Fiction', 'Adventure', 'Mystery', 'Juvenile', 'Wizards']",English,w
Que serais-je sans toi?,Guillaume Musso,3.83,"['Romance', 'France', 'Fiction', 'Contemporary', 'Mystery', 'Novels', 'French Literature', 'Contemporary Romance', 'Roman', 'Crime']",French,m
The Nine Tailors,Dorothy L. Sayers,4.05,"['Mystery', 'Fiction', 'Crime', 'Classics', 'British Literature', 'Mystery Thriller', 'Detective', 'Historical Fiction', 'Audiobook', '20th Century']",English,w
"The Mysterious Benedict Society: Mr. Benedict's Book of Perplexing Puzzles, Elusive Enigmas, and Curious Conundrums","Trenton Lee Stewart , Diana Sudyka",4.22,"['Middle Grade', 'Fiction', 'Mystery', 'Childrens', 'Young Adult', 'Puzzles', 'Adventure', 'Fantasy', 'Realistic Fiction', 'Contemporary']",English,m
Parallel Roads (Lost on Route 66): Time Travel the Mother Road,Dennis Higgins,4.0,"['Time Travel', 'Fiction', 'Science Fiction']",English,m
Take This Regret,"Amy Lichtenhan , A.L. Jackson",4.04,"['Romance', 'Contemporary Romance', 'New Adult', 'Contemporary', 'Adult', 'Chick Lit', 'Drama', 'Young Adult', 'College', 'Fiction']",English,w
Angelmaker,Nick Harkaway,3.94,"['Fiction', 'Science Fiction', 'Fantasy', 'Steampunk', 'Mystery', 'Thriller', 'Audiobook', 'Humor', 'Crime', 'Science Fiction Fantasy']",English,m
The Science of Getting Rich,Wallace D. Wattles,4.18,"['Self Help', 'Business', 'Finance', 'Nonfiction', 'Personal Development', 'Money', 'Personal Finance', 'Psychology', 'Philosophy', 'Economics']",English,m
Take Me On,Katie McGarry,4.13,"['Romance', 'Young Adult', 'Contemporary', 'New Adult', 'Sports', 'Contemporary Romance', 'High School', 'Realistic Fiction', 'Young Adult Contemporary', 'Young Adult Romance']",English,w
Enders,Lissa Price,3.72,"['Dystopia', 'Young Adult', 'Science Fiction', 'Fantasy', 'Romance', 'Fiction', 'Teen', 'Post Apocalyptic', 'Audiobook', 'Futuristic']",English,w
Et après ...,Guillaume Musso,3.83,"['Romance', 'Fiction', 'France', 'Novels', 'Contemporary', 'French Literature', 'Fantasy', 'Roman', 'Thriller', 'Mystery']",French,m
Nutuk,Mustafa Kemal Atatürk,4.79,"['History', 'Turkish Literature', 'Turkish', 'Politics', 'Nonfiction', 'Classics', 'Biography', 'Education', 'Historical', 'Literature']",Turkish,m
Nemesis Games,James S.A. Corey,4.41,"['Science Fiction', 'Fiction', 'Space Opera', 'Audiobook', 'Space', 'Science Fiction Fantasy', 'Fantasy', 'Adventure', 'Novels', 'Adult']",English,m
Bliss,Kathryn Littlewood,3.82,"['Fantasy', 'Middle Grade', 'Fiction', 'Childrens', 'Magic', 'Young Adult', 'Family', 'Food', 'Juvenile', 'Adventure']",English,w
