,title,author,rating,genres,language,gender
32918,"Até Amanhã, Camaradas","Manuel Tiago, Álvaro Cunhal",4.18,Portugal,Portuguese,m;m
32926,The Gold Of Friendship,Gail Peterson,4.86,,,m
32936,Warum ich euch belogen habe.,Julijana Matanović,3.57,Fiction,German,w
32943,Skin of Culture: Investigating the New Electronic Reality,Derrick de Kerckhove,4.08,Academic,English,m
32948,From Harlem With Love,K'wan,4.33,Urban,English,m
32956,Little Orphan Anvil,Joseph Beekman,4.65,Magic,English,m
32962,NaGeira,Paul Butler,4.1,,English,m
32963,A Hundred Hills,Howard Breslin,4.07,Historical Fiction,,m
32976,Stacy's Last Contact,L'Poni Baldwin,0.0,,English,m
32989,Dream Traveler,Neil D. Ostroff,5.0,,English,m
32991,The Blackwater Lightship,Colm Tóibín,3.87,Fiction,English,m
32997,وحدي مع الآخرين,أنيس منصور,4.0,,Arabic,m
33002,The Bruno Mars Handbook - Everything You Need to Know about Bruno Mars,Debra Lew (Editor),4.42,,English,w
33008,The Bar Sinister,Richard Harding Davis,4.06,Short Stories,English,m
33011,She Shall Be Called Woman: Victoria Botkin's Study of Practical Wisdom From Scripture for the 21st Century Woman,Victoria Botkin,4.79,Christianity,English,w
33013,Ape House,Sara Gruen,3.49,Fiction,English,w
33021,Nocturnes: Five Stories of Music and Nightfall,Kazuo Ishiguro,3.47,Short Stories,English,m
33027,Recessional,James A. Michener,3.71,Fiction,English,m
33034,Abby's Vampire,Anjela Renee,3.31,Vampires,English,w
33038,De Zondvloed,Jeroen Brouwers,4.02,Literature,Dutch,m
33040,"Brookhaven (Web of Fate, #1)",J.C. Eggleton,4.13,Dystopia,English,m
33045,Nexus,C.L. Parker,4.31,Paranormal,English,m
33052,Fair Play,Tove Jansson,3.94,Fiction,English,w
33054,"ChocoMimi, Vol. 4",Konami Sonoda,4.58,Manga,English,w
33059,"Hannah, Mable, and the Moving Van",Darlene Weinbrenner,5.0,,English,w
33060,Um Pinguim na Garagem,Luís Caminha,4.07,,Portuguese,m
33070,Frabato the Magician,Franz Bardon,4.09,Occult,English,m
33074,Saving Elizabeth,Amy Machelle,4.22,,,w
33076,Mrs. Jeffries Plays the Cook,Emily Brightwell,3.97,Mystery,English,w
33084,मेरी श्रेष्ठ कविताएँ,हरिवंश राय बच्चन [Harivansh Rai Bachchan],4.33,,Hindi,m
33085,İnsan ve Şeytan,Sâmiha Ayverdi,4.35,,Turkish,m
33093,"Children's Fashions, 1860–1912: 1,065 Costume Designs from ""La Mode Illustree""",JoAnne Olian,3.8,,English,m
33096,Kinderen,S. Carmiggelt,3.94,Humor,Dutch,m
33099,Illusory Love IV,Pet Torres,5.0,,English,m
33104,نوافذ بلا قمر,إيمان أحمد,3.68,,Arabic,m
33109,Raat / رات,Abdullah Hussein,3.71,,Urdu,m
33110,من غرائب التاريخ,سمير شيخاني,3.33,,Arabic,m
33115,Sugar Baby,Aaron B. Powell,4.03,Erotica,English,m
33119,Endless Seasons,Faith Anna Brown,4.33,,English,w
33122,Idioti v politike,Jozef Banáš,3.61,Politics,Slovak,m
33129,Living Canvas,Karla Brandenburg,4.08,,English,w
33135,Time To Know,Black Coffee,4.77,,,m
33145,شش سال در میان زنان وحشی آمازون,منوچهر مطیعی,3.2,,,m
33153,Bird Of Prey,Danielle-Claude Ngontang Mba,4.14,Mystery,English,m
33156,Weg van Lila,Patrick van Rhijn,3.95,Roman,Dutch,m
33165,"چمران به روایت همسر شهید (نیمه‌ی پنهان ماه, #1)",حبیبه جعفریان,4.13,Short Stories,Persian,m
33167,My Sister's Voice,Mary Carter,3.43,Fiction,English,m
33181,Hiobs Brüder,Rebecca Gablé,4.17,Historical Fiction,German,w
33187,The Lizard Cage,Karen Connelly,4.22,Fiction,English,w
33198,The Prophecy: The Prophecy of the Vikings - The Creation of the World,Bernard Scudder (Translator),3.67,,English,m
33204,Into The Land Of Shadows,Kristy McCaffrey,4.57,Historical,English,w
33206,Una,Momo Kapor,4.03,Fiction,Serbian,w
33216,قصص القرءان,عبد الحميد عبد المقصود,3.5,Historical,,m
33217,Meerestosen,Patricia Schröder,3.76,Urban Fantasy,German,w
33230,Lucid Exposition Of The Middle Way: The Essential Chapters From The Prasannapadā Of Candrakīrti,Mervyn Sprung,0.0,,,m
33236,حقق حلمك في حفظ القرآن الكريم,عبد الله الملحم,4.33,Religion,Arabic,m
33237,آدم المصري,هشام الخشن,3.52,Novels,Arabic,m
33246,The Kabbalist,Nathan Erez,3.88,,English,m
33250,The Red Carpet: Bangalore Stories,Lavanya Sankaran,3.36,Short Stories,English,m
33253,Sharh Al-Aqidat-il-Wasitiyyah: Fundamental Beliefs of Islam and Rejection of False Concepts,محمد خليل هراس,4.19,,English,m
33267,Hope,Joyce Mitchell,4.6,,English,w
33284,Transference,Jeff Fuell,3.75,,English,m
33290,In The Cemetery Where Al Jolsen is Buried,Amy Hempel,4.25,Short Stories,English,w
33291,In the Broken Birdcage of Kathleen Fair,Cate Gardner,4.13,,English,w
33299,Pérez Galdós: Fortunata y Jacinta,Geoffrey Ribbans,4.18,,English,m
33316,Issuance of Insanity 2,Jamie Lewis,4.77,,English,m
33328,Rise of the Black Hand: The Case Files of Thomas Morelli,C.J. Fella,3.85,Mystery,English,m
33340,Les 7 Roses De Tôkyô,Hisashi Inoue,3.8,Japan,French,m
33344,False Christ: Will the Antichrist Claim to Be the Jewish Messiah?,Chris White,4.29,Theology,,m
33353,Gangsta Girl 2: The Lick,George Sherman Hudson,4.51,,,m
33356,Fifth Seal,Bodie Thoene,4.42,Christian Fiction,English,m
33367,The Reckoning Road,Seeley James,4.33,,English,m
33370,Schiava per vendetta,Ann Owen,3.91,Historical Romance,Italian,w
33372,"Greg Iles Collection: The Quiet Game, 24 Hours, Dead Sleep",Greg Iles,4.3,,English,m
33373,200 Years of Australian Cricket: 1804-2004,Garrie Hutchinson,4.25,,English,m
33379,"Sexy, Healthy, Food - 25 Clean-eats, Gluten-free Recipes",JoLynne Valerie,4.25,,,m
33380,ذاكرة ملك,Hassan II,3.93,Politics,Arabic,m
33384,A Screen Away,HaveYouSeenThisGirL,4.09,,Filipino; Pilipino,m
33390,Lawak Kampus Kompilasi Mantap,Keith,4.52,Comics,Malay,m
33393,"Conflict & Obsession: DOUBLE EDITION: The Forever Series, Book 11 & 12",Eve Newton,4.51,,,w
33394,The Power Of Introverts: Learn To Speak Up Without Raising Volume,Megan Coulter,2.8,,English,w
33396,Haz el Amor y no la Cama,Federico Traeger,4.04,,Spanish,m
33397,Australians All,Nadia Wheatley,5.0,History,,w
33401,Босоногий Гэн. Том 1,Keiji Nakazawa,4.43,Manga,Russian,m
33402,Оройгүй сүм,Л. Түдэв,4.44,Fiction,Mongolian,m
33407,Faith Unfeigned,John Calvin,4.3,,English,m
33408,Larkswood,Valerie Mendes,3.54,Historical Fiction,English,w
33409,Hati Kala Cinta,Hani Fazuha,4.06,,Malay,w
33411,He's Into Her,Maxinejiji,4.61,Love,Tagalog,m
33412,The Story Of Charles Ogilvie,George Eliel Sargent,4.31,,English,m
33413,Deny Friendship: Darkly Fun Mystery,R.G. Manse,4.81,,English,m
33415,Plays 3: The Homecoming / Tea Party / The Basement / Landscape / Silence / Night / That's Your Trouble / That's All / Applicant / Interview / Dialogue for Three / Old Times / No Man's Land,Harold Pinter,4.0,Plays,,m
33417,Frog Music,Emma Donoghue,3.17,Historical Fiction,English,w
33421,جوع,محمد البساطي,3.35,Novels,Arabic,m
33431,RUMI: Adherent of The Appointed,Omar Ali Zafar,3.0,,English,m
33437,Tobias: a short story,Hallie M. Smith,5.0,,English,w
33438,বনের খবর,Promodaranjan Ray,4.23,Adventure,Bengali,m
33447,الله و الإنسان,البابا شنودة الثالث,3.74,,Arabic,m
33453,"Oni su ovde, sa nama",Lazar Janic,4.83,,Serbian,m
33460,Big Magic: by Elizabeth Gilbert (Creative Living Beyond Fear) | A 15-Minute Summary,Bern Bolo,4.42,,English,m
33463,The Voyage of Life: A Journey From the Cradle to the Grave,S.L. Louis (Compiler),5.0,,English,m
33465,Shadow Mist,Kert Masters,5.0,,English,w
33469,On What Grounds,Cleo Coyle,3.7,Mystery,English,m
33470,Engaging Students Through Social Media: Evidence-Based Practices for Use in Student Affairs,Reynol Junco,4.21,Education,,m
33471,2003 - Thanks for the Vodka,Harpie,4.5,,English,m
33476,L'adieu à Baker Street,Luc Brunschwig,3.75,Comics,French,m
33481,Me and Luke,Audrey O'Hearn,3.86,,English,w
33484,Other Stories and other stories,Ali Smith,3.96,Short Stories,English,m
33485,The Man in the Wooden Hat,Jane Gardam,4.05,Fiction,English,w
33486,All Involved,Ryan Gattis,4.01,Fiction,English,m
33492,Show Adult,Peter Sotos,4.13,,English,m
33500,To Kill a Mocking Bird Study Guide,KDI Publishers,4.25,Fiction,English,m
33501,Pearl Moon: Betrayal,Jen A. Durand,4.38,,English,w
33512,Ten In Texas,A.H. Holt,4.21,Westerns,English,m
33519,Tecumseh,James Alexander Thom,4.48,Historical Fiction,,m
33534,The Bird Markets Around The World,Francis Okumu,4.0,,English,m
33540,Back to the Streets,Treasure Hernandez,4.59,African American,English,m
33542,1970s Bollywood: The 50 Must See Hindi Movies,Sabeha Peach,3.33,,,m
33547,The Mary Smokes Boys,Patrick Holland,3.43,Fiction,,m
33550,All the Sweet Promises,Elizabeth Elgin,4.38,Historical Fiction,English,w
33552,The Happy Gospel: Effortless Union with a Happy God,Benjamin Dunn,4.46,,,m
33554,Summary of Start with Why: How Great Leaders Inspire Everyone to Take Action by Simon Sinek | Includes Analysis,NOT A BOOK,4.17,,English,m
33556,عجائب الآثار في التراجم والأخبا ر الجزء الثامن,عبد الرحمن الجبرتي,4.2,,,m
33558,El Golfo de Cádiz y la Estrecha de Gibraltar,Lara Smirnov,3.27,Erotic Romance,Spanish,w
33562,Bercakap Dengan Jun,Hasrul Rizwan,4.06,Novels,Malay,m
33571,The Path of Oneness,Shinjo Ito,5.0,,English,m
33576,Tudemarie søger plads,Maria Andersen,3.73,,Danish,w
33578,Poesia Completa Alfonsina Storni (Spanish Edition),Julieta Gomez Paz,5.0,,,w
33580,Riches of Heaven upon Earth: Financial Toughness A New Transformed Better Lifestyle,Wanjiru Gachie,5.0,,,m
33582,Mr. Confidence,Rahiem Brooks,3.54,,,m
33584,Hide & Seek,Felicity Brandon,4.0,Erotica,English,w
33587,Put It Down: Going from Bullied to Bold,Maya Claridge,5.0,,,w
33589,Is Bob My Father?,Melanie Pinnock,3.0,,,w
33592,De opluchting: in één dag van het roken af,Jan Geurtz,4.25,,Dutch,m
33594,Photographer's Dream,Ronder Scott,4.57,,English,m
33595,فرهنگ اصطلاحات و تعبیرات عرفانی,سیدجعفر سجادی,5.0,,Persian,m
33597,The Falls Trilogy Boxed Set,Heather Renee,4.7,,English,w
33598,Diary of A Sick Chick: A Year in The Life of A Chronically Ill Woman,Sonya Dickerson,3.79,Historical Fiction,English,w
33599,Black Lives Matter: Is It Open Season on Killing and Mistreating Blacks in America,Raymond Sturgis,3.6,,,m
33612,Man of God,Gregg Bell,4.26,Christian Fiction,English,m
33613,Super Sons (2017-) #16,Peter J. Tomasi,4.37,Dc Comics,,m
33614,Teil der Welt,Heinz von Foerster,4.6,,German,m
33617,Healthy Dinner Recipes,Violet Karma,5.0,,,w
33620,Spirit-Led Approach to Parenting,LaTonya Page-Balkcom,5.0,,,m
33631,News of the World,Paulette Jiles,4.07,Historical Fiction,English,w
33633,கோடைக்கால குறிப்புகள்,சுகுமாரன்,4.5,,Tamil,m
33636,Christianity Presented a Most Confusing Bible and Called it—the Word of God,Rodolfo Martin Vitangcol,5.0,,English,m
33654,"Savage Dragon, Vol. 1: Baptism of Fire",Erik Larsen,3.73,Comics,English,m
33659,Heitere Verse - Von Menschen und Unmenschen,Eugen Roth,0.0,,German,m
33661,The Shadow Hour,Kate Riordan,3.81,Historical Fiction,English,w
33665,"Wake Up, Sir!",Jonathan Ames,3.75,Fiction,English,m
33667,The Boy Lost In A World 2,Divyansh Mishra DM,4.88,,English,m
33670,The Promise Between Us,Barbara Claypole White,4.1,Fiction,,w
33673,Der Reisende,Ulrich Alexander Boschwitz,4.07,Fiction,German,m
33685,Godshot,Chelsea Bieker,3.84,Fiction,English,w
33686,Exquisite Mariposa,Fiona Alison Duncan,3.64,Fiction,English,w
33689,País de las sombras largas,Hans Ruesch,4.1,Fiction,Spanish,m
33692,"The Roald Dahl : Collection 5 Books Collection Charlie and the Chocolate Factor, Charlie and The Great Glass Elevator, The Witches, Fantastic Mr Fox and Matilda",R Dahl,4.54,,,m
33695,الشمندورة,محمد خليل قاسم,3.98,Novels,,m
33698,"P'Knocks, A New Kid That Rocks!: Keys To Success",Nelson Paul Ragas Sr.,5.0,,,m
33701,دنيا جديدة,محمود تيمور,3.35,Short Stories,Arabic,m
33704,حافة الجريمة,محمد عبد الحليم عبد الله,3.46,,Arabic,m
33708,A Teddy for Jackie Jr: (Bedtime Story Books about Teddy Bear and Parents' Love),"Ronald Destra , Renald Destra",4.9,,,m;m
33717,"At the Beginning, in the Blues",Virginia Bond,5.0,,,w
33718,Come To Pass,Michael Wyndham Thomas,4.2,Fiction,English,m
33719,Awakened by You,K.L. Stockton,4.32,Contemporary,,m
33734,"I saw The Same Dream, Again!",Guru Prudhvi,5.0,,,m
33737,Mendaki Tanjakan Ilmu & Tobat,Kh. Abdullah Bin Nuh,4.67,,Indonesian,m
33739,Tout ce que tu vas vivre,Lorraine Fouchet,3.88,Chick Lit,French,w
33741,Arctic Snare,Lucas Pederson,4.17,,,m
33746,Island Survival,Lloyd Davis,4.75,,English,m
33750,"On the Bright Side: The New Secret Diary of Hendrik Groen, 85 Years Old",Hendrik Groen,4.14,Fiction,,m
33754,Fun And Educational Places To Go With Kids And Adults In Southern California,Susan Peterson,4.28,Parenting,English,w
33777,The Coast of Chicago,Stuart Dybek,4.05,Short Stories,English,m
33793,Mommy's Angel,Miasha,4.3,Urban,English,m
33795,Absolution by Murder,Peter Tremayne,3.85,Mystery,English,m
33802,One Vacant Chair,Joe Coomer,3.84,Fiction,English,m
33803,And Then There Were None/The Secret Adversary/Towards Zero/N or M?,Agatha Christie,4.21,Mystery,English,w
33804,The Truelove,Patrick O'Brian,4.36,Historical Fiction,English,m
33810,Finding Reason,Bryce Anderson,4.45,Fiction,English,m
33814,The End of Vandalism,Tom Drury,3.88,Fiction,,m
33816,Happiness,Will Ferguson,3.79,Fiction,English,m
33817,The Rise of American Research Universities: Elites and Challengers in the Postwar Era,"Hugh Davis Graham, Nancy Diamond",3.5,,English,m;w
33821,In Gallant Company,"Alexander Kent, Douglas Reeman",4.13,Historical Fiction,English,m;m
33822,Leaving Cheyenne,Larry McMurtry,3.98,Fiction,English,m
33823,Home to Holly Springs,Jan Karon,4.16,Fiction,English,m
33824,The Caine Batter,Devin Pugliano,3.2,,English,m
33828,شرق النخيل,بهاء طاهر,3.66,Novels,,m
33830,Thera,Zeruya Shalev,4.16,Fiction,,m
33831,christian faith and practice in the experience of the society of friends,london yearly meeting,4.56,,,m
33833,The Passport,Herta Müller,3.32,Fiction,English,w
33837,The Crystal Frontier,Carlos Fuentes,3.83,Fiction,English,m
33840,"Junie B. Jones is a Graduation Girl & Junie B., First Grader (at Last!)","Barbara Park, Lana Quintal",4.08,Fiction,English,w;w
33849,"Bcp Chapel, Red",Church Publishing (Creator),4.65,Christian,English,m
33850,Denyut Kasih Medik,Farhan Hadi Mohd Taib,4.14,Fiction,Malay,m
33855,Immortal Bride,Lisa Childs,3.69,Paranormal Romance,English,w
33858,Rue Notre-Dame,Michel David,4.06,Historical Fiction,French,m
33859,"Your Rights, What Employers Do Not Want You to Know",Carol Denise Mitchell,5.0,,,m
33872,Mommy's Bed (Just For You!),Sonia Black,3.44,,,w
33883,طوق الطهارة,محمد حسن علوان,3.38,Novels,Arabic,m
33909,Pravi se da ovo nisi vidio,Hrvoje Šalković,3.83,Fiction,Croatian,m
33912,Samuel II,Anonymous,5.0,,English,m
33914,Lydia Cassatt Reading the Morning Paper,Harriet Scott Chessman,3.73,Historical Fiction,English,w
33916,Explicações de Português,Miguel Esteves Cardoso,3.82,Portugal,,m
33919,Welfare Wifeys,K'wan,4.47,Urban,English,m
33929,Agent of Artifice,S. Evan Townsend,4.33,Urban Fantasy,English,m
33930,Natural Order,Brian Francis,3.91,Fiction,English,m
33934,1892,Paul Butler,3.82,Historical Fiction,English,m
33942,حجرتان وصالة: متتالية منزلية,إبراهيم أصلان,3.64,Short Stories,Arabic,m
33946,The Insufferable Gaucho,Roberto Bolaño,3.83,Short Stories,English,m
33951,Space Dragon Poetry,L'Poni Baldwin,5.0,,English,m
33952,In naam van mijn vader,Aefke ten Hagen,2.82,Roman,Dutch,m
33956,Aliens Among Us,Ruth Montgomery,3.72,Metaphysics,English,w
33962,Black Friday Vol 1,Noah A.J. Wright,4.27,,English,m
33969,Selena Gomez,Maria Nelson,4.33,,English,w
33974,Whit,Iain Banks,3.83,Fiction,English,m
33978,Missionary Patriarch: The True Story of John G. Paton: Evangelist for Jesus Christ Among the South Sea Cannibals,John G. Paton,4.37,Biography,English,m
33979,The Twelve Planets Speak!: An Ongoing True Story,J. Carl Van Vlierden,3.0,,English,m
33984,Malgudi Landscapes,R.K. Narayan (Contributor),3.81,Fiction,English,m
33989,Manorama Yearbook 2012,Mammen Mathew (Chief Editor),4.39,,English,m
34004,Mudbound,Hillary Jordan,4.03,Historical Fiction,English,w
34014,Mrs Trimble's Magic Tea-Pot,Steven Watson-Morris,4.57,,English,m
34025,Há Vida em Markl,Nuno Markl,3.85,Humor,Portuguese,m
34028,Das Labyrinth der Wörter,Marie-Sabine Roger,3.83,Fiction,German,m
34031,"ChocoMimi, Volume 3",Konami Sonoda,4.54,Manga,English,w
34042,Ultimate Justice,Mimi Lavenda Latt,3.78,Fiction,English,w
34049,Echoes Down a Dark Well,Ric Wasley,5.0,,English,m
34051,Mrs. Jeffries Takes Stock,Emily Brightwell,3.9,Mystery,English,w
34056,Sanat ve Felsefe,Dücane Cündioğlu,3.99,,Turkish,m
34065,Kroeglopen,S. Carmiggelt,3.95,Short Stories,Dutch,m
34068,Aku Bukan Mistress,Acik Lana,4.07,Novels,Malay,m
34070,Children of the Mist,Nigel Tranter,3.81,Scotland,English,m
34071,Atas Nama Malam,Seno Gumira Ajidarma,3.72,Indonesian Literature,Indonesian,m
34072,Qaid / قید,Abdullah Hussein,3.86,,Urdu,m
34074,Benjamin,Aaron B. Powell,3.91,Fiction,English,m
34085,Nagasasra dan Sabuk Inten,S.H. Mintardja,4.08,Novels,Indonesian,m
34086,Slechte mensen,J.M.A. Biesheuvel,3.71,Fiction,Dutch,m
34088,"Mr. Wrong and the Rats Reloaded: Sweet Ray, Sonya, Shuntay & Tina",Black Coffee,4.29,,English,m
34089,One Good Dog,Susan Wilson,4.1,Fiction,English,w
34092,Asking For Trouble,Kristina Lloyd,3.61,Erotica,English,w
34093,Hero's Curse,Jack J. Lee,3.94,Speculative Fiction,English,m
34095,Journey to the Well,Diana Wallis Taylor,4.23,Christian Fiction,English,w
34097,Little Sister (Cleo’s Story – a companion novel to Been So Long),Adrienne Thompson,4.41,,English,w
34108,Meet Me At the Altar,Tamika Hall,5.0,,,w
34113,The Rolling Stones,Robert Palmer,4.13,Music,English,m
34121,أورارا,فضل ساسي,3.35,,,m
34122,"IMMIGRATION: ""United States Citizenship for Immigrants""",Byron Goines,5.0,,English,m
34126,Brother of the Third Degree,Will L. Garver,4.36,Fiction,,m
34130,Horrid Henry and the Scary Sitter: 4 Laugh-Out-Loud Stories!,Francesca Simon,3.97,2nd Grade,English,w
34142,Choosing Christmas,Danielle Stewart,4.38,,English,w
34145,Dylan and the Croak Orleans Gang,Rhonda Patton,4.83,,English,w
34146,Adopted Abused And Still Standing (All I can Do is Stand),Aleja Bennett,5.0,,English,w
34166,The Jewish Way: A Lucid Exposition of Jewish Observances and Proper Conduct,David H. Weisenberg,0.0,,,m
34169,Krat,Christian Jungersen,3.6,Danish,Danish,m
34178,Šifra podle kabaly,"Nathan Erez , Dorit Silmberman",3.63,,Czech,m;w
34180,The Twelve Days of Christmas Cookbook,Suzanne Huntley,3.33,Christmas,English,w
34184,Provisions For The Hereafter - (Mukhtasar Zad Al-Ma'ad),محمد بن عبد الوهاب Muhammad bin Abdul-Wahhab,4.11,Islam,English,m
34191,"Doa Mencabut Kutukan, Tarian Rembulan, Kenduri Cinta: Sebuah Trilogi",Emha Ainun Nadjib,4.0,,Indonesian,m
34200,Si le soleil ne revenait pas,Charles-Ferdinand Ramuz,4.11,,French,m
34203,Good People in an Evil Time,Svetlana Broz,4.35,War,English,w
34212,Making War to Keep Peace,Jeane J. Kirkpatrick,3.71,Politics,English,w
34215,Rumours of the Marvellous,Peter Atkins,4.6,,English,m
34237,Strength Under Control: Meekness & Zeal in the Christian Life,John Keating,4.5,,English,m
34239,Warkah Eropah,A. Samad Said,4.55,Travelogue,,m
34243,Josiah Stubb: The Siege of Louisbourg,C.W. Lovatt,4.36,Historical Fiction,English,m
34250,Imunoprofilaksa,Isuf Dedushaj,4.3,,,m
34251,Het hout,Jeroen Brouwers,3.85,Dutch Literature,Dutch,m
34253,Riding the Wind,Barbara Garland Polikoff,3.83,,English,w
34256,Ricordi di un vicolo cieco,Banana Yoshimoto,3.7,Japanese Literature,Italian,m
34268,The First Six Days: Confronting the God-Plus-Evolution Myth,Douglas Hamp,3.5,,English,m
34271,The Seven Wonders,Steven Saylor,3.79,Historical Fiction,English,m
34272,"Max Frisch: ' Stiller', ' Homo Faber' und 'Mein Name sei Gantenbein'.",Frederick Alfred Lubich,5.0,,,m
34273,Street Dreams,K'wan,4.43,Urban,English,m
34284,جمهورية العبث,بلال فضل Belal Fadl,3.6,Politics,Arabic,m
34299,The Slave Auction (Scotia Saga #1),Ray Anselmo,4.0,,English,m
34300,House Share Hero,Steve Julien,3.67,,English,m
34303,Noite de voraces sombras,Agustín Fernández Paz,3.38,,Galician,m
34304,One Bad Move (Memo Clarkson's story),HaveYouSeenThisGirL,4.22,,Filipino; Pilipino,m
34305,Becoming Divergent: An Unofficial Biography of Shailene Woodley and Theo James,Joe Allan,3.96,,English,m
34312,House On The Hill,JoLynne Valerie,4.88,,English,m
34314,Mindfulness For Beginners: Live Stress Free Life To Fullest,Megan Coulter,3.14,,English,w
34321,The Funeral Dress,Susan Gregg Gilmore,3.93,Fiction,English,w
34322,Spionin wider Willen,Mila Roth,4.18,,German,w
34325,This Book Needs a Title: Volume 2,Theodore Ficklestein,3.59,,English,m
34328,Last Night: Stories,James Salter,3.89,Short Stories,English,m
34330,Mr. Muo's Travelling Couch,Dai Sijie,2.79,Fiction,English,m
34331,Las historias de terror del libro rojo de David,José María Plaza,3.74,,Spanish,m
34332,"The Empath, the Warrior & the Wind Rider",Jeff Fuell,4.67,,English,m
34333,The Forester's Daughter (Fatherland Series),Urban Olivier,4.29,,English,m
34342,Dungeon Tales,Venita Coelho,4.48,,English,w
34343,Leah's Way,Richard Botelho,3.35,,English,m
34344,The Scandalous Billionaires Collection,Drew Sinclair,4.03,,,m
34351,هكذا لقي الله عمر,علي أحمد باكثير,3.93,Plays,Arabic,m
34362,The Sins of The Tongue,Omar Ali Zafar,3.0,,English,m
34364,Люлеещият се стол,Олга Кръстева,4.38,,Bulgarian,m
34366,Het lot van de familie Meijer,Charles Lewinsky,4.0,Fiction,Dutch,m
34370,بستان الروح -الجزء الثالث,الأنبا يوأنس أسقف الغربية,4.62,,Arabic,m
34373,White Whale,Rose Christo,4.22,Historical Fiction,English,w
34374,Titanus McDuff and the Birthday Surprise (The Treasure Chest Mysteries #1),Gretchen M Fogelstrom,5.0,,English,w
34375,Beyond Hercules,Paul A. Bussard,4.5,,English,m
34380,شاپرک خانوم,بیژن مفید,4.54,,Persian,m
34383,El Arte de La Prudencia: La Tregua de Los Doce Anos En La Europa de Los Pacificadores,Bernardo José García García (Contributor),5.0,,,m
34387,ممنوع الضحك,حنان لاشين,3.21,Comedy,Arabic,m
34389,Al otro lado del espejo,Jordi Sierra i Fabra,3.62,,Spanish,m
34390,The Five Dysfunctions of a Team: by Patrick Lencioni (A Leadership Fable) | A 13-Minute Summary,Bern Bolo,4.25,,English,m
34402,Il ciclo di Retief vol.2,Keith Laumer,5.0,,Italian,m
34404,Kayıp Hayaller Kitabı,Hasan Ali Toptaş,4.23,Turkish Literature,Turkish,m
34405,Forged by Fire: How God Shapes Those He Loves,"Bob Reccord, Bob E. Reccord",4.17,,English,m;m
34417,Dear Dork / Holiday Heartbreak,Rachel Renée Russell,4.47,,,w
34421,Des milliers d'étincelles,Tania Boulet,3.83,,,w
34428,The Book of Eve,Constance Beresford-Howe,3.88,Fiction,English,w
34436,Shadowy Lights: Fear,Jen A. Durand,4.32,,English,w
34446,El otro barrio,Elvira Lindo,3.38,Spanish Literature,Spanish,w
34451,"Grant Writing Step By Step: A Simple, straightforward guidebook for getting the money you need.",Anne Haw Holt,4.0,,,w
34454,La sirena varada,Alejandro Casona,3.79,Theatre,Spanish,m
34457,Mountain Man,Vardis Fisher,4.11,Westerns,English,m
34466,The Second Violin,Grace S. Richmond,4.06,Fiction,English,w
34469,QUAIL FARMING: Markets and Marketing Strategies,Francis Okumu,5.0,,English,m
34474,The Finale,Treasure Hernandez,4.14,,English,m
34476,Cartas a um Jovem Investidor,Gustavo Cerbasi,3.63,,Portuguese,m
34487,Summary of The 48 Laws of Power: by Robert Greene | Includes Analysis,NOT A BOOK,4.83,,English,m
34506,Dank,Sinem Sal,3.55,,Turkish,w
34509,For Beau: The Sarah Ashdown Story,Simon Gandossi,4.38,,,m
34512,Hap & Leonard: Una stagione selvaggia - Mucho mojo - Il mambo degli orsi,Joe R. Lansdale,4.12,Noir,Italian,m
34522,Servant To The Wolf,Sue Wentz,4.46,,English,w
34523,A Night at the Opera,Felicity Brandon,4.53,BDSM,English,w
34530,A Verdadeira História de Jota Cristo,Ricardo Ferrand,4.0,,Portuguese,m
34535,El Vizconde de Bragelonne Tomos I & II,Alexandre Dumas,4.08,,English,m
34537,WHEN A BLACK WOMAN PRAYS: How Church and Faith Change BLACK WOMEN (REVISED EDITION),Raymond Sturgis,4.71,,English,m
34542,Joe Speedboot,Tommy Wieringa,3.71,Fiction,Dutch,m
34550,زمین سوخته,Ahmad Mahmoud,3.86,Novels,Persian,m
34553,عادت می‌کنیم,Zoya Pirzad,3.17,Novels,Persian,w
34558,Soup Recipes: Delicious Soup Stews and Chili Cookbook,Violet Karma,4.67,,English,w
34562,Threshold of The Soul,LaTonya Page-Balkcom,5.0,,English,m
34565,Paper-son Poet: when rails were young,Koon Woon,0.0,,,m
34569,Reasons to Live,Amy Hempel,4.16,Short Stories,English,w
34578,யாமம்,S. Ramakrishnan,3.87,Fiction,Tamil,m
34580,"Christianity turned God and Jesus into a religion, never to meddle in state affairs, much less rule the world",Rodolfo Martin Vitangcol,5.0,,English,m
34582,Dooi,Rascha Peper,3.31,Fiction,Dutch,m
34584,Тътени,Цончо Родев,4.89,,Bulgarian,m
34586,Nox Atra,Victoriane Vadi,4.07,Paranormal,French,m
34587,চাঁদের পাহাড়,Bibhutibhushan Bandyopadhyay,4.44,Adventure,Bengali,m
34591,Zło,Pär Lagerkvist,4.0,,Polish,m
34595,The Association of Small Bombs,Karan Mahajan,3.57,Fiction,English,w
34600,Batwoman: Elegy,Greg Rucka,4.16,Comics,English,m
34601,My Home Hero - tome 01,Naoki Yamakawa,3.86,Manga,,m
34604,Trail of Pyres,L. James Rice,4.57,,English,m
34609,Why Animals Saved humans?,Divyansh Mishra DM,5.0,,English,m
34619,Минувшие дни,Abdulla Qodiriy,4.4,,Russian,m
34623,The Redeemer,M.C. Glan,4.38,,,m
